Site,Latitude,Longitude,Time,Type,Protocol,Latency,Average Latency,Total Latency,Forecast max,Forecast min,Confidence Level,Volatility,Packet loss,Application type
Ontario,43.641128,-79.387787,2023-06-03 10:00:00,network,ICMP,61.45,63.11,60.21,65.32,58.04,98.44,0.69,0.01,Network Management
Ontario,43.641128,-79.387787,2023-06-03 10:00:00,network,TWAMP,53.4,63.11,60.21,56.24,50.6,98.84,0.63,0.01,Network Management
Ontario,43.641128,-79.387787,2023-06-03 10:00:00,network,UDP,25.9,63.11,60.21,27.07,25.4,96.23,0.68,0.0,Multimedia Streaming
Ontario,43.641128,-79.387787,2023-06-03 10:00:00,app,HTTP,74.94,57.31,60.21,79.43,70.99,98.83,0.85,0.01,Communication
Ontario,43.641128,-79.387787,2023-06-03 10:00:00,app,HTTPS,80.65,57.31,60.21,84.97,77.0,95.76,0.61,0.01,Social Commerce
Ontario,43.641128,-79.387787,2023-06-03 10:00:00,app,TCP,54.83,57.31,60.21,56.81,52.45,98.85,0.57,0.0,Voice and File Transfer
Ontario,43.641128,-79.387787,2023-06-03 10:00:00,app,ICMP,47.56,57.31,60.21,50.37,45.77,97.14,0.11,0.01,Network Management
Ontario,43.641128,-79.387787,2023-06-03 10:00:00,app,TWAMP,59.0,57.31,60.21,61.46,55.69,97.8,0.83,0.02,Network Management
Ontario,43.641128,-79.387787,2023-06-03 10:00:00,app,UDP,26.9,57.31,60.21,28.23,25.2,99.41,0.73,0.01,Voice and File Transfer
Manitoba,49.894225,-97.131744,2023-06-03 10:00:00,network,HTTP,68.06,63.2,65.5,70.84,65.43,95.26,0.84,0.0,Multimedia Streaming
Manitoba,49.894225,-97.131744,2023-06-03 10:00:00,network,HTTPS,91.24,63.2,65.5,95.9,86.37,97.32,0.25,0.0,Voice and File Transfer
Manitoba,49.894225,-97.131744,2023-06-03 10:00:00,network,TCP,60.87,63.2,65.5,63.79,58.32,99.22,0.5,0.0,Communication
Manitoba,49.894225,-97.131744,2023-06-03 10:00:00,network,ICMP,52.9,63.2,65.5,55.37,50.05,97.79,0.99,0.0,Network Management
Manitoba,49.894225,-97.131744,2023-06-03 10:00:00,network,TWAMP,49.69,63.2,65.5,52.22,47.53,99.3,0.87,0.0,Network Management
Manitoba,49.894225,-97.131744,2023-06-03 10:00:00,network,UDP,56.46,63.2,65.5,58.9,53.29,95.88,0.6,0.01,Communication
Manitoba,49.894225,-97.131744,2023-06-03 10:00:00,app,HTTP,74.16,67.79,65.5,77.48,70.19,96.0,0.45,0.01,Communication
Manitoba,49.894225,-97.131744,2023-06-03 10:00:00,app,HTTPS,91.18,67.79,65.5,96.4,86.11,98.3,0.38,0.01,Communication
Manitoba,49.894225,-97.131744,2023-06-03 10:00:00,app,TCP,86.63,67.79,65.5,90.83,81.51,99.34,0.41,0.02,Voice and File Transfer
Manitoba,49.894225,-97.131744,2023-06-03 10:00:00,app,ICMP,53.01,67.79,65.5,56.05,50.03,97.91,0.38,0.0,Network Management
Manitoba,49.894225,-97.131744,2023-06-03 10:00:00,app,TWAMP,67.2,67.79,65.5,70.5,63.06,99.64,0.83,0.01,Network Management
Manitoba,49.894225,-97.131744,2023-06-03 10:00:00,app,UDP,34.55,67.79,65.5,36.85,32.93,96.42,0.17,0.0,Multimedia Streaming
Quebec,45.505294,-73.613987,2023-06-03 12:00:00,network,HTTP,72.12,65.55,60.02,76.09,68.03,99.03,0.16,0.01,Social Commerce
Quebec,45.505294,-73.613987,2023-06-03 12:00:00,network,HTTPS,82.79,65.55,60.02,87.19,78.87,96.41,0.46,0.0,Multimedia Streaming
Quebec,45.505294,-73.613987,2023-06-03 12:00:00,network,TCP,70.38,65.55,60.02,74.67,66.81,96.7,0.73,0.02,Communication
Quebec,45.505294,-73.613987,2023-06-03 12:00:00,network,ICMP,45.27,65.55,60.02,46.89,43.73,96.9,0.97,0.0,Network Management
Quebec,45.505294,-73.613987,2023-06-03 12:00:00,network,TWAMP,66.58,65.55,60.02,69.66,63.19,96.82,0.18,0.02,Network Management
Quebec,45.505294,-73.613987,2023-06-03 12:00:00,network,UDP,56.14,65.55,60.02,58.3,53.72,99.22,0.01,0.0,Communication
Quebec,45.505294,-73.613987,2023-06-03 12:00:00,app,HTTP,77.43,54.49,60.02,81.02,73.62,96.0,0.71,0.01,Multimedia Streaming
Quebec,45.505294,-73.613987,2023-06-03 12:00:00,app,HTTPS,77.07,54.49,60.02,81.22,73.21,99.32,0.42,0.01,Social Commerce
Quebec,45.505294,-73.613987,2023-06-03 12:00:00,app,TCP,57.29,54.49,60.02,60.8,53.84,96.25,0.74,0.02,Voice and File Transfer
Quebec,45.505294,-73.613987,2023-06-03 12:00:00,app,ICMP,44.79,54.49,60.02,47.0,43.22,98.34,0.77,0.01,Network Management
Quebec,45.505294,-73.613987,2023-06-03 12:00:00,app,TWAMP,48.18,54.49,60.02,50.77,45.48,98.56,0.6,0.01,Network Management
Quebec,45.505294,-73.613987,2023-06-03 12:00:00,app,UDP,22.16,54.49,60.02,22.94,21.13,98.84,0.98,0.01,Communication
Ontario,43.641128,-79.387787,2023-06-03 12:00:00,network,HTTP,77.19,64.94,66.29,80.82,73.17,98.37,0.97,0.0,Multimedia Streaming
Ontario,43.641128,-79.387787,2023-06-03 12:00:00,network,HTTPS,85.15,64.94,66.29,88.69,81.42,96.26,0.5,0.0,Social Commerce
Ontario,43.641128,-79.387787,2023-06-03 12:00:00,network,TCP,71.16,64.94,66.29,75.05,67.77,95.51,0.7,0.01,Communication
Ontario,43.641128,-79.387787,2023-06-03 12:00:00,network,ICMP,58.89,64.94,66.29,62.63,55.75,97.78,0.18,0.0,Network Management
Ontario,43.641128,-79.387787,2023-06-03 12:00:00,network,TWAMP,69.64,64.94,66.29,73.59,66.59,98.8,0.65,0.02,Network Management
Ontario,43.641128,-79.387787,2023-06-03 12:00:00,network,UDP,27.62,64.94,66.29,29.06,26.3,97.17,0.17,0.0,Voice and File Transfer
Ontario,43.641128,-79.387787,2023-06-03 12:00:00,app,HTTP,73.52,67.64,66.29,77.0,70.54,99.03,0.06,0.01,Voice and File Transfer
Ontario,43.641128,-79.387787,2023-06-03 12:00:00,app,HTTPS,82.37,67.64,66.29,87.19,77.95,99.96,0.46,0.0,Communication
Ontario,43.641128,-79.387787,2023-06-03 12:00:00,app,TCP,83.01,67.64,66.29,86.64,79.21,95.95,0.13,0.05,Voice and File Transfer
Ontario,43.641128,-79.387787,2023-06-03 12:00:00,app,ICMP,47.33,67.64,66.29,49.39,45.3,95.95,0.62,0.01,Network Management
Ontario,43.641128,-79.387787,2023-06-03 12:00:00,app,TWAMP,62.49,67.64,66.29,65.63,59.43,97.99,0.41,0.01,Network Management
Ontario,43.641128,-79.387787,2023-06-03 12:00:00,app,UDP,57.12,67.64,66.29,59.79,54.77,99.08,0.93,0.01,Communication
Manitoba,49.894225,-97.131744,2023-06-03 12:00:00,network,HTTP,66.79,62.3,62.84,70.47,64.08,99.42,0.44,0.0,Voice and File Transfer
Manitoba,49.894225,-97.131744,2023-06-03 12:00:00,network,HTTPS,95.59,62.3,62.84,100.58,91.36,97.63,0.51,0.0,Multimedia Streaming
Manitoba,49.894225,-97.131744,2023-06-03 12:00:00,network,TCP,57.64,62.3,62.84,59.75,55.04,96.76,0.89,0.01,Communication
Manitoba,49.894225,-97.131744,2023-06-03 12:00:00,network,ICMP,43.51,62.3,62.84,45.22,41.85,97.3,0.91,0.0,Network Management
Manitoba,49.894225,-97.131744,2023-06-03 12:00:00,network,TWAMP,65.28,62.3,62.84,67.98,62.75,99.66,0.93,0.01,Network Management
Manitoba,49.894225,-97.131744,2023-06-03 12:00:00,network,UDP,44.97,62.3,62.84,47.81,42.07,96.41,0.46,0.0,Voice and File Transfer
Manitoba,49.894225,-97.131744,2023-06-03 12:00:00,app,HTTP,67.55,63.38,62.84,71.45,64.62,97.55,0.67,0.01,Multimedia Streaming
Manitoba,49.894225,-97.131744,2023-06-03 12:00:00,app,HTTPS,92.4,63.38,62.84,97.69,87.54,97.28,0.08,0.0,Multimedia Streaming
Manitoba,49.894225,-97.131744,2023-06-03 12:00:00,app,TCP,61.8,63.38,62.84,64.92,59.34,97.67,0.19,0.0,Communication
Manitoba,49.894225,-97.131744,2023-06-03 12:00:00,app,ICMP,64.05,63.38,62.84,66.73,61.13,97.09,0.6,0.02,Network Management
Manitoba,49.894225,-97.131744,2023-06-03 12:00:00,app,TWAMP,50.92,63.38,62.84,52.87,48.66,97.05,0.65,0.0,Network Management
Manitoba,49.894225,-97.131744,2023-06-03 12:00:00,app,UDP,43.55,63.38,62.84,46.32,41.04,96.88,0.42,0.01,Multimedia Streaming
Quebec,45.505294,-73.613987,2023-06-03 14:00:00,network,HTTP,76.01,63.84,63.23,79.64,72.24,97.06,0.46,0.0,Social Commerce
Quebec,45.505294,-73.613987,2023-06-03 14:00:00,network,HTTPS,83.34,63.84,63.23,87.51,79.93,98.54,0.73,0.01,Communication
Quebec,45.505294,-73.613987,2023-06-03 14:00:00,network,TCP,57.98,63.84,63.23,61.66,54.78,97.81,0.68,0.01,Communication
Quebec,45.505294,-73.613987,2023-06-03 14:00:00,network,ICMP,40.32,63.84,63.23,41.82,38.13,96.22,0.19,0.0,Network Management
Quebec,45.505294,-73.613987,2023-06-03 14:00:00,network,TWAMP,62.29,63.84,63.23,65.44,58.38,98.28,0.52,0.0,Network Management
Quebec,45.505294,-73.613987,2023-06-03 14:00:00,network,UDP,63.1,63.84,63.23,66.33,59.87,96.24,0.08,0.0,Communication
Quebec,45.505294,-73.613987,2023-06-03 14:00:00,app,HTTP,70.57,62.61,63.23,73.48,67.55,95.95,0.33,0.0,Communication
Quebec,45.505294,-73.613987,2023-06-03 14:00:00,app,HTTPS,72.71,62.61,63.23,76.15,68.75,98.43,0.35,0.0,Voice and File Transfer
Quebec,45.505294,-73.613987,2023-06-03 14:00:00,app,TCP,56.53,62.61,63.23,59.07,54.25,95.95,0.73,0.0,Communication
Quebec,45.505294,-73.613987,2023-06-03 14:00:00,app,ICMP,61.58,62.61,63.23,65.41,58.34,98.04,0.86,0.01,Network Management
Quebec,45.505294,-73.613987,2023-06-03 14:00:00,app,TWAMP,68.82,62.61,63.23,71.64,66.02,97.26,0.78,0.01,Network Management
Quebec,45.505294,-73.613987,2023-06-03 14:00:00,app,UDP,45.47,62.61,63.23,47.47,43.89,97.05,0.5,0.0,Voice and File Transfer
Ontario,43.641128,-79.387787,2023-06-03 14:00:00,network,HTTP,75.17,63.47,63.24,78.8,71.93,98.75,0.75,0.0,Social Commerce
Ontario,43.641128,-79.387787,2023-06-03 14:00:00,network,HTTPS,74.98,63.47,63.24,78.14,71.72,98.04,0.6,0.01,Multimedia Streaming
Ontario,43.641128,-79.387787,2023-06-03 14:00:00,network,TCP,66.52,63.47,63.24,69.64,63.79,95.04,0.4,0.0,Voice and File Transfer
Ontario,43.641128,-79.387787,2023-06-03 14:00:00,network,ICMP,51.61,63.47,63.24,54.45,49.42,98.9,0.05,0.01,Network Management
Ontario,43.641128,-79.387787,2023-06-03 14:00:00,network,TWAMP,70.78,63.47,63.24,74.35,66.6,95.24,0.5,0.02,Network Management
Ontario,43.641128,-79.387787,2023-06-03 14:00:00,network,UDP,41.77,63.47,63.24,43.41,39.24,98.84,0.46,0.01,Communication
Ontario,43.641128,-79.387787,2023-06-03 14:00:00,app,HTTP,65.67,63.0,63.24,69.61,63.17,98.42,0.17,0.0,Multimedia Streaming
Ontario,43.641128,-79.387787,2023-06-03 14:00:00,app,HTTPS,96.58,63.0,63.24,101.53,92.48,96.45,0.3,0.0,Social Commerce
Ontario,43.641128,-79.387787,2023-06-03 14:00:00,app,TCP,66.33,63.0,63.24,69.38,63.47,97.44,0.33,0.02,Communication
Ontario,43.641128,-79.387787,2023-06-03 14:00:00,app,ICMP,48.68,63.0,63.24,51.08,45.93,97.4,0.44,0.01,Network Management
Ontario,43.641128,-79.387787,2023-06-03 14:00:00,app,TWAMP,52.49,63.0,63.24,54.66,49.3,99.85,0.55,0.01,Network Management
Ontario,43.641128,-79.387787,2023-06-03 14:00:00,app,UDP,48.24,63.0,63.24,51.16,45.2,96.37,0.45,0.0,Multimedia Streaming
Manitoba,49.894225,-97.131744,2023-06-03 14:00:00,network,HTTP,70.59,67.22,62.31,73.82,67.06,98.17,0.7,0.01,Social Commerce
Manitoba,49.894225,-97.131744,2023-06-03 14:00:00,network,HTTPS,93.27,67.22,62.31,98.23,89.29,95.08,0.04,0.01,Multimedia Streaming
Manitoba,49.894225,-97.131744,2023-06-03 14:00:00,network,TCP,60.11,67.22,62.31,63.06,57.23,97.7,0.23,0.01,Communication
Manitoba,49.894225,-97.131744,2023-06-03 14:00:00,network,ICMP,60.32,67.22,62.31,64.01,57.58,97.66,0.37,0.01,Network Management
Manitoba,49.894225,-97.131744,2023-06-03 14:00:00,network,TWAMP,63.15,67.22,62.31,65.87,60.09,98.34,0.69,0.0,Network Management
Manitoba,49.894225,-97.131744,2023-06-03 14:00:00,network,UDP,55.89,67.22,62.31,58.98,53.63,98.72,0.5,0.01,Communication
Manitoba,49.894225,-97.131744,2023-06-03 14:00:00,app,HTTP,78.53,57.4,62.31,83.23,74.17,95.03,0.63,0.01,Multimedia Streaming
Manitoba,49.894225,-97.131744,2023-06-03 14:00:00,app,HTTPS,90.35,57.4,62.31,94.4,85.87,95.15,0.88,0.01,Communication
Manitoba,49.894225,-97.131744,2023-06-03 14:00:00,app,TCP,54.13,57.4,62.31,57.35,51.26,98.62,0.26,0.01,Voice and File Transfer
Manitoba,49.894225,-97.131744,2023-06-03 14:00:00,app,ICMP,48.57,57.4,62.31,51.12,46.83,98.33,0.11,0.01,Network Management
Manitoba,49.894225,-97.131744,2023-06-03 14:00:00,app,TWAMP,46.06,57.4,62.31,48.3,43.9,99.83,0.95,0.0,Network Management
Manitoba,49.894225,-97.131744,2023-06-03 14:00:00,app,UDP,26.75,57.4,62.31,27.65,24.68,95.23,0.36,0.01,Multimedia Streaming
Quebec,45.505294,-73.613987,2023-06-03 16:00:00,network,HTTP,74.04,69.15,67.53,77.12,69.93,95.8,0.51,0.0,Communication
Quebec,45.505294,-73.613987,2023-06-03 16:00:00,network,HTTPS,83.76,69.15,67.53,87.61,78.83,96.49,0.66,0.0,Multimedia Streaming
Quebec,45.505294,-73.613987,2023-06-03 16:00:00,network,TCP,74.3,69.15,67.53,77.88,70.28,96.17,0.33,0.04,Voice and File Transfer
Quebec,45.505294,-73.613987,2023-06-03 16:00:00,network,ICMP,50.42,69.15,67.53,52.57,47.49,95.53,0.95,0.0,Network Management
Quebec,45.505294,-73.613987,2023-06-03 16:00:00,network,TWAMP,70.96,69.15,67.53,74.9,66.82,96.92,0.73,0.02,Network Management
Quebec,45.505294,-73.613987,2023-06-03 16:00:00,network,UDP,61.44,69.15,67.53,64.56,57.94,99.09,0.53,0.01,Multimedia Streaming
Quebec,45.505294,-73.613987,2023-06-03 16:00:00,app,HTTP,77.06,65.91,67.53,81.18,72.61,99.82,0.29,0.01,Multimedia Streaming
Quebec,45.505294,-73.613987,2023-06-03 16:00:00,app,HTTPS,85.46,65.91,67.53,90.25,81.87,97.25,0.75,0.0,Multimedia Streaming
Quebec,45.505294,-73.613987,2023-06-03 16:00:00,app,TCP,79.03,65.91,67.53,82.71,74.69,99.88,0.51,0.05,Voice and File Transfer
Quebec,45.505294,-73.613987,2023-06-03 16:00:00,app,ICMP,41.87,65.91,67.53,43.69,40.22,95.86,0.19,0.0,Network Management
Quebec,45.505294,-73.613987,2023-06-03 16:00:00,app,TWAMP,64.62,65.91,67.53,67.51,61.72,98.69,0.59,0.01,Network Management
Quebec,45.505294,-73.613987,2023-06-03 16:00:00,app,UDP,47.41,65.91,67.53,50.07,45.12,99.43,0.65,0.01,Multimedia Streaming
Ontario,43.641128,-79.387787,2023-06-03 16:00:00,network,HTTP,67.19,59.44,61.86,71.14,64.17,96.71,0.08,0.01,Voice and File Transfer
Ontario,43.641128,-79.387787,2023-06-03 16:00:00,network,HTTPS,73.35,59.44,61.86,77.61,69.19,99.66,0.07,0.01,Multimedia Streaming
Ontario,43.641128,-79.387787,2023-06-03 16:00:00,network,TCP,56.06,59.44,61.86,59.06,52.94,98.44,0.2,0.01,Communication
Ontario,43.641128,-79.387787,2023-06-03 16:00:00,network,ICMP,46.69,59.44,61.86,48.29,43.59,98.93,0.42,0.0,Network Management
Ontario,43.641128,-79.387787,2023-06-03 16:00:00,network,TWAMP,62.78,59.44,61.86,65.8,59.67,96.35,0.64,0.01,Network Management
Ontario,43.641128,-79.387787,2023-06-03 16:00:00,network,UDP,50.54,59.44,61.86,53.81,47.21,95.37,0.27,0.01,Voice and File Transfer
Ontario,43.641128,-79.387787,2023-06-03 16:00:00,app,HTTP,77.43,64.29,61.86,81.85,73.95,99.87,0.99,0.0,Voice and File Transfer
Ontario,43.641128,-79.387787,2023-06-03 16:00:00,app,HTTPS,80.54,64.29,61.86,85.3,77.19,98.63,0.45,0.0,Social Commerce
Ontario,43.641128,-79.387787,2023-06-03 16:00:00,app,TCP,58.96,64.29,61.86,62.03,56.35,98.42,0.24,0.01,Voice and File Transfer
Ontario,43.641128,-79.387787,2023-06-03 16:00:00,app,ICMP,58.77,64.29,61.86,61.02,55.39,99.7,0.91,0.01,Network Management
Ontario,43.641128,-79.387787,2023-06-03 16:00:00,app,TWAMP,56.19,64.29,61.86,59.61,53.2,96.51,0.19,0.0,Network Management
Ontario,43.641128,-79.387787,2023-06-03 16:00:00,app,UDP,53.82,64.29,61.86,56.58,50.64,97.81,0.3,0.01,Multimedia Streaming
Manitoba,49.894225,-97.131744,2023-06-03 16:00:00,network,HTTP,67.39,62.09,66.23,70.82,63.31,99.31,0.98,0.0,Communication
Manitoba,49.894225,-97.131744,2023-06-03 16:00:00,network,HTTPS,73.79,62.09,66.23,77.82,69.95,98.57,0.88,0.0,Multimedia Streaming
Manitoba,49.894225,-97.131744,2023-06-03 16:00:00,network,TCP,71.74,62.09,66.23,74.57,68.91,95.94,0.46,0.02,Voice and File Transfer
Manitoba,49.894225,-97.131744,2023-06-03 16:00:00,network,ICMP,48.62,62.09,66.23,51.49,46.54,98.08,0.48,0.01,Network Management
Manitoba,49.894225,-97.131744,2023-06-03 16:00:00,network,TWAMP,55.94,62.09,66.23,59.31,52.76,98.1,0.44,0.01,Network Management
Manitoba,49.894225,-97.131744,2023-06-03 16:00:00,network,UDP,55.08,62.09,66.23,58.51,51.62,98.38,0.3,0.0,Voice and File Transfer
Manitoba,49.894225,-97.131744,2023-06-03 16:00:00,app,HTTP,71.3,70.36,66.23,74.59,68.0,98.22,0.27,0.01,Multimedia Streaming
Manitoba,49.894225,-97.131744,2023-06-03 16:00:00,app,HTTPS,97.02,70.36,66.23,102.39,92.04,98.19,0.7,0.01,Voice and File Transfer
Manitoba,49.894225,-97.131744,2023-06-03 16:00:00,app,TCP,81.3,70.36,66.23,85.54,76.6,98.15,0.19,0.04,Voice and File Transfer
Manitoba,49.894225,-97.131744,2023-06-03 16:00:00,app,ICMP,57.94,70.36,66.23,61.23,54.44,95.2,0.41,0.01,Network Management
Manitoba,49.894225,-97.131744,2023-06-03 16:00:00,app,TWAMP,66.67,70.36,66.23,69.27,63.8,96.53,0.16,0.01,Network Management
Manitoba,49.894225,-97.131744,2023-06-03 16:00:00,app,UDP,47.93,70.36,66.23,49.93,45.99,99.59,0.35,0.01,Communication
Quebec,45.505294,-73.613987,2023-06-03 18:00:00,network,HTTP,65.83,63.21,63.46,68.56,62.41,95.53,0.57,0.01,Multimedia Streaming
Quebec,45.505294,-73.613987,2023-06-03 18:00:00,network,HTTPS,84.81,63.21,63.46,89.49,79.84,95.05,0.48,0.0,Multimedia Streaming
Quebec,45.505294,-73.613987,2023-06-03 18:00:00,network,TCP,72.18,63.21,63.46,76.2,68.47,95.8,0.99,0.01,Voice and File Transfer
Quebec,45.505294,-73.613987,2023-06-03 18:00:00,network,ICMP,56.27,63.21,63.46,58.78,53.25,98.9,0.89,0.0,Network Management
Quebec,45.505294,-73.613987,2023-06-03 18:00:00,network,TWAMP,64.24,63.21,63.46,67.21,61.66,97.14,0.83,0.0,Network Management
Quebec,45.505294,-73.613987,2023-06-03 18:00:00,network,UDP,35.94,63.21,63.46,37.18,33.64,96.3,0.56,0.0,Multimedia Streaming
Quebec,45.505294,-73.613987,2023-06-03 18:00:00,app,HTTP,70.24,63.72,63.46,74.19,66.63,99.32,0.97,0.01,Voice and File Transfer
Quebec,45.505294,-73.613987,2023-06-03 18:00:00,app,HTTPS,94.82,63.72,63.46,99.69,90.16,98.9,0.84,0.01,Multimedia Streaming
Quebec,45.505294,-73.613987,2023-06-03 18:00:00,app,TCP,54.61,63.72,63.46,57.93,52.6,96.69,0.45,0.01,Communication
Quebec,45.505294,-73.613987,2023-06-03 18:00:00,app,ICMP,50.16,63.72,63.46,53.27,47.17,98.52,0.79,0.0,Network Management
Quebec,45.505294,-73.613987,2023-06-03 18:00:00,app,TWAMP,64.37,63.72,63.46,67.76,60.73,96.26,0.36,0.01,Network Management
Quebec,45.505294,-73.613987,2023-06-03 18:00:00,app,UDP,48.09,63.72,63.46,50.7,44.92,99.56,0.14,0.01,Voice and File Transfer
Ontario,43.641128,-79.387787,2023-06-03 18:00:00,network,HTTP,80.96,64.29,62.4,85.05,76.85,95.92,0.98,0.0,Multimedia Streaming
Ontario,43.641128,-79.387787,2023-06-03 18:00:00,network,HTTPS,77.71,64.29,62.4,82.34,73.44,99.4,0.48,0.01,Voice and File Transfer
Ontario,43.641128,-79.387787,2023-06-03 18:00:00,network,TCP,61.3,64.29,62.4,63.92,58.78,98.54,0.82,0.0,Voice and File Transfer
Ontario,43.641128,-79.387787,2023-06-03 18:00:00,network,ICMP,63.14,64.29,62.4,66.17,60.05,96.72,0.81,0.01,Network Management
Ontario,43.641128,-79.387787,2023-06-03 18:00:00,network,TWAMP,75.64,64.29,62.4,78.78,71.94,99.42,0.71,0.0,Network Management
Ontario,43.641128,-79.387787,2023-06-03 18:00:00,network,UDP,27.0,64.29,62.4,27.68,26.2,96.79,0.5,0.01,Multimedia Streaming
Ontario,43.641128,-79.387787,2023-06-03 18:00:00,app,HTTP,66.97,60.5,62.4,69.84,63.54,98.96,0.04,0.0,Communication
Ontario,43.641128,-79.387787,2023-06-03 18:00:00,app,HTTPS,72.22,60.5,62.4,75.09,68.7,98.42,0.15,0.0,Multimedia Streaming
Ontario,43.641128,-79.387787,2023-06-03 18:00:00,app,TCP,68.36,60.5,62.4,72.53,65.57,99.22,0.14,0.03,Communication
Ontario,43.641128,-79.387787,2023-06-03 18:00:00,app,ICMP,56.55,60.5,62.4,59.68,53.36,96.41,0.78,0.0,Network Management
Ontario,43.641128,-79.387787,2023-06-03 18:00:00,app,TWAMP,59.67,60.5,62.4,63.39,57.14,95.87,0.07,0.0,Network Management
Ontario,43.641128,-79.387787,2023-06-03 18:00:00,app,UDP,39.25,60.5,62.4,41.22,38.03,95.31,0.36,0.0,Voice and File Transfer
Manitoba,49.894225,-97.131744,2023-06-03 18:00:00,network,HTTP,74.16,67.53,64.59,77.38,70.69,99.46,0.69,0.0,Multimedia Streaming
Manitoba,49.894225,-97.131744,2023-06-03 18:00:00,network,HTTPS,82.52,67.53,64.59,86.7,79.17,99.88,0.16,0.01,Social Commerce
Manitoba,49.894225,-97.131744,2023-06-03 18:00:00,network,TCP,71.43,67.53,64.59,74.78,68.47,98.46,0.69,0.04,Communication
Manitoba,49.894225,-97.131744,2023-06-03 18:00:00,network,ICMP,57.63,67.53,64.59,60.33,54.1,99.5,0.22,0.01,Network Management
Manitoba,49.894225,-97.131744,2023-06-03 18:00:00,network,TWAMP,69.26,67.53,64.59,72.71,65.9,99.01,0.09,0.02,Network Management
Manitoba,49.894225,-97.131744,2023-06-03 18:00:00,network,UDP,50.18,67.53,64.59,51.99,47.98,99.29,0.23,0.0,Communication
Manitoba,49.894225,-97.131744,2023-06-03 18:00:00,app,HTTP,67.49,61.65,64.59,70.29,63.93,99.7,0.79,0.0,Multimedia Streaming
Manitoba,49.894225,-97.131744,2023-06-03 18:00:00,app,HTTPS,71.54,61.65,64.59,74.93,68.2,96.25,0.29,0.0,Multimedia Streaming
Manitoba,49.894225,-97.131744,2023-06-03 18:00:00,app,TCP,67.72,61.65,64.59,70.8,63.76,97.05,0.84,0.03,Voice and File Transfer
Manitoba,49.894225,-97.131744,2023-06-03 18:00:00,app,ICMP,57.53,61.65,64.59,60.07,55.14,98.98,0.45,0.0,Network Management
Manitoba,49.894225,-97.131744,2023-06-03 18:00:00,app,TWAMP,45.07,61.65,64.59,46.53,42.9,96.53,0.73,0.0,Network Management
Manitoba,49.894225,-97.131744,2023-06-03 18:00:00,app,UDP,60.54,61.65,64.59,63.6,57.1,96.45,0.3,0.0,Voice and File Transfer
Quebec,45.505294,-73.613987,2023-06-03 20:00:00,network,HTTP,67.37,60.9,62.29,71.17,64.73,96.39,0.54,0.0,Social Commerce
Quebec,45.505294,-73.613987,2023-06-03 20:00:00,network,HTTPS,97.8,60.9,62.29,102.96,92.33,99.68,0.42,0.0,Multimedia Streaming
Quebec,45.505294,-73.613987,2023-06-03 20:00:00,network,TCP,81.08,60.9,62.29,84.85,77.53,96.69,0.42,0.02,Voice and File Transfer
Quebec,45.505294,-73.613987,2023-06-03 20:00:00,network,ICMP,39.19,60.9,62.29,40.8,36.87,98.78,0.91,0.01,Network Management
Quebec,45.505294,-73.613987,2023-06-03 20:00:00,network,TWAMP,52.07,60.9,62.29,54.57,49.78,97.27,0.04,0.0,Network Management
Quebec,45.505294,-73.613987,2023-06-03 20:00:00,network,UDP,27.9,60.9,62.29,30.01,26.27,96.05,0.37,0.01,Communication
Quebec,45.505294,-73.613987,2023-06-03 20:00:00,app,HTTP,77.29,63.69,62.29,81.77,73.19,97.09,0.23,0.01,Multimedia Streaming
Quebec,45.505294,-73.613987,2023-06-03 20:00:00,app,HTTPS,89.13,63.69,62.29,93.85,84.89,97.67,0.8,0.01,Communication
Quebec,45.505294,-73.613987,2023-06-03 20:00:00,app,TCP,53.41,63.69,62.29,56.5,50.67,95.41,0.8,0.01,Voice and File Transfer
Quebec,45.505294,-73.613987,2023-06-03 20:00:00,app,ICMP,44.89,63.69,62.29,47.08,42.77,96.64,0.61,0.01,Network Management
Quebec,45.505294,-73.613987,2023-06-03 20:00:00,app,TWAMP,67.68,63.69,62.29,71.75,64.3,98.23,0.92,0.0,Network Management
Quebec,45.505294,-73.613987,2023-06-03 20:00:00,app,UDP,49.73,63.69,62.29,52.98,47.3,95.09,0.4,0.0,Communication
Ontario,43.641128,-79.387787,2023-06-03 20:00:00,network,HTTP,72.7,63.46,65.57,76.57,69.86,98.48,0.28,0.01,Voice and File Transfer
Ontario,43.641128,-79.387787,2023-06-03 20:00:00,network,HTTPS,91.43,63.46,65.57,95.24,86.43,98.86,0.07,0.01,Multimedia Streaming
Ontario,43.641128,-79.387787,2023-06-03 20:00:00,network,TCP,60.61,63.46,65.57,63.06,58.2,96.66,0.59,0.0,Voice and File Transfer
Ontario,43.641128,-79.387787,2023-06-03 20:00:00,network,ICMP,58.0,63.46,65.57,60.31,54.67,95.48,0.6,0.01,Network Management
Ontario,43.641128,-79.387787,2023-06-03 20:00:00,network,TWAMP,47.97,63.46,65.57,50.17,45.11,99.08,0.63,0.01,Network Management
Ontario,43.641128,-79.387787,2023-06-03 20:00:00,network,UDP,50.06,63.46,65.57,51.96,48.04,98.66,0.99,0.01,Multimedia Streaming
Ontario,43.641128,-79.387787,2023-06-03 20:00:00,app,HTTP,70.05,67.69,65.57,73.52,66.87,95.43,0.27,0.0,Multimedia Streaming
