Site,Latitude,Longitude,Time,Type,Protocol,Latency,Average Latency,Total Latency
Quebec,45.505294,-73.613987,2023-06-03 12:00:00,app,UDP,40.912428102259064,65.19,69.24
Ontario,43.641128,-79.387787,2023-06-03 12:00:00,network,HTTP,72.86365124213788,66.62,65.43
Ontario,43.641128,-79.387787,2023-06-03 12:00:00,network,HTTPS,88.77593176015742,66.62,65.43
Ontario,43.641128,-79.387787,2023-06-03 12:00:00,network,TCP,57.95784179074768,66.62,65.43
Ontario,43.641128,-79.387787,2023-06-03 12:00:00,network,ICMP,96.56366547205707,66.62,65.43
Ontario,43.641128,-79.387787,2023-06-03 12:00:00,network,TWAMP,54.20524451830239,66.62,65.43
Ontario,43.641128,-79.387787,2023-06-03 12:00:00,network,UDP,29.356335961910368,66.62,65.43
Ontario,43.641128,-79.387787,2023-06-03 12:00:00,app,HTTP,68.50810908094375,64.24,65.43
Ontario,43.641128,-79.387787,2023-06-03 12:00:00,app,HTTPS,86.91959292234357,64.24,65.43
Ontario,43.641128,-79.387787,2023-06-03 12:00:00,app,TCP,84.48806783260447,64.24,65.43
Ontario,43.641128,-79.387787,2023-06-03 12:00:00,app,ICMP,47.8287294949174,64.24,65.43
Ontario,43.641128,-79.387787,2023-06-03 12:00:00,app,TWAMP,72.51421138391031,64.24,65.43
Ontario,43.641128,-79.387787,2023-06-03 12:00:00,app,UDP,25.15953168193557,64.24,65.43
Manitoba,49.894225,-97.131744,2023-06-03 12:00:00,network,HTTP,79.21306499129592,67.7,70.07
Manitoba,49.894225,-97.131744,2023-06-03 12:00:00,network,HTTPS,95.93846642087576,67.7,70.07
Manitoba,49.894225,-97.131744,2023-06-03 12:00:00,network,TCP,59.56805162898248,67.7,70.07
Manitoba,49.894225,-97.131744,2023-06-03 12:00:00,network,ICMP,63.23382566367221,67.7,70.07
Manitoba,49.894225,-97.131744,2023-06-03 12:00:00,network,TWAMP,46.47450361678381,67.7,70.07
Manitoba,49.894225,-97.131744,2023-06-03 12:00:00,network,UDP,61.74537573684595,67.7,70.07
Manitoba,49.894225,-97.131744,2023-06-03 12:00:00,app,HTTP,78.89248321008779,72.44,70.07
Manitoba,49.894225,-97.131744,2023-06-03 12:00:00,app,HTTPS,84.76988462058586,72.44,70.07
Manitoba,49.894225,-97.131744,2023-06-03 12:00:00,app,TCP,77.57077958663177,72.44,70.07
Manitoba,49.894225,-97.131744,2023-06-03 12:00:00,app,ICMP,85.53357794153436,72.44,70.07
Manitoba,49.894225,-97.131744,2023-06-03 12:00:00,app,TWAMP,64.6372477724478,72.44,70.07
Manitoba,49.894225,-97.131744,2023-06-03 12:00:00,app,UDP,43.21667480694205,72.44,70.07
Quebec,45.505294,-73.613987,2023-06-03 14:00:00,network,HTTP,79.65805312072393,72.75,66.84
Quebec,45.505294,-73.613987,2023-06-03 14:00:00,network,HTTPS,87.7841123405861,72.75,66.84
Quebec,45.505294,-73.613987,2023-06-03 14:00:00,network,TCP,78.29470589642457,72.75,66.84
Quebec,45.505294,-73.613987,2023-06-03 14:00:00,network,ICMP,88.33726180304475,72.75,66.84
Quebec,45.505294,-73.613987,2023-06-03 14:00:00,network,TWAMP,75.14202618613162,72.75,66.84
Quebec,45.505294,-73.613987,2023-06-03 14:00:00,network,UDP,27.276100376972845,72.75,66.84
Quebec,45.505294,-73.613987,2023-06-03 14:00:00,app,HTTP,68.77147560849315,60.94,66.84
Quebec,45.505294,-73.613987,2023-06-03 14:00:00,app,HTTPS,87.3598118650318,60.94,66.84
Quebec,45.505294,-73.613987,2023-06-03 14:00:00,app,TCP,53.26267176519745,60.94,66.84
Quebec,45.505294,-73.613987,2023-06-03 14:00:00,app,ICMP,46.1101870175863,60.94,66.84
Quebec,45.505294,-73.613987,2023-06-03 14:00:00,app,TWAMP,59.58829391302531,60.94,66.84
Quebec,45.505294,-73.613987,2023-06-03 14:00:00,app,UDP,50.53771199076111,60.94,66.84
Ontario,43.641128,-79.387787,2023-06-03 14:00:00,network,HTTP,73.34300937011076,61.57,65.39
Ontario,43.641128,-79.387787,2023-06-03 14:00:00,network,HTTPS,94.80923599146836,61.57,65.39
Ontario,43.641128,-79.387787,2023-06-03 14:00:00,network,TCP,65.838346999945,61.57,65.39
Ontario,43.641128,-79.387787,2023-06-03 14:00:00,network,ICMP,50.378378594155755,61.57,65.39
Ontario,43.641128,-79.387787,2023-06-03 14:00:00,network,TWAMP,50.04243691365307,61.57,65.39
Ontario,43.641128,-79.387787,2023-06-03 14:00:00,network,UDP,34.987917730386044,61.57,65.39
Ontario,43.641128,-79.387787,2023-06-03 14:00:00,app,HTTP,74.73405318414176,69.21,65.39
Ontario,43.641128,-79.387787,2023-06-03 14:00:00,app,HTTPS,92.78761604965752,69.21,65.39
Ontario,43.641128,-79.387787,2023-06-03 14:00:00,app,TCP,79.60761146178685,69.21,65.39
Ontario,43.641128,-79.387787,2023-06-03 14:00:00,app,ICMP,70.04653698280552,69.21,65.39
Ontario,43.641128,-79.387787,2023-06-03 14:00:00,app,TWAMP,71.21350239626224,69.21,65.39
Ontario,43.641128,-79.387787,2023-06-03 14:00:00,app,UDP,26.887592666380684,69.21,65.39
Manitoba,49.894225,-97.131744,2023-06-03 14:00:00,network,HTTP,66.9364516993186,68.57,67.39
Manitoba,49.894225,-97.131744,2023-06-03 14:00:00,network,HTTPS,96.55363614804443,68.57,67.39
Manitoba,49.894225,-97.131744,2023-06-03 14:00:00,network,TCP,83.09532360883446,68.57,67.39
Manitoba,49.894225,-97.131744,2023-06-03 14:00:00,network,ICMP,49.03876117417048,68.57,67.39
Manitoba,49.894225,-97.131744,2023-06-03 14:00:00,network,TWAMP,71.67416768037558,68.57,67.39
Manitoba,49.894225,-97.131744,2023-06-03 14:00:00,network,UDP,44.146670282441946,68.57,67.39
Manitoba,49.894225,-97.131744,2023-06-03 14:00:00,app,HTTP,76.7571319279796,66.2,67.39
Manitoba,49.894225,-97.131744,2023-06-03 14:00:00,app,HTTPS,94.79923704309121,66.2,67.39
Manitoba,49.894225,-97.131744,2023-06-03 14:00:00,app,TCP,66.18679986144399,66.2,67.39
Manitoba,49.894225,-97.131744,2023-06-03 14:00:00,app,ICMP,61.369641616809936,66.2,67.39
Manitoba,49.894225,-97.131744,2023-06-03 14:00:00,app,TWAMP,60.735467864057384,66.2,67.39
Manitoba,49.894225,-97.131744,2023-06-03 14:00:00,app,UDP,37.36127964876269,66.2,67.39
Quebec,45.505294,-73.613987,2023-06-03 16:00:00,network,HTTP,70.62047479698752,68.99,64.53
Quebec,45.505294,-73.613987,2023-06-03 16:00:00,network,HTTPS,85.39691753283029,68.99,64.53
Quebec,45.505294,-73.613987,2023-06-03 16:00:00,network,TCP,84.92024699019885,68.99,64.53
Quebec,45.505294,-73.613987,2023-06-03 16:00:00,network,ICMP,78.70837717929919,68.99,64.53
Quebec,45.505294,-73.613987,2023-06-03 16:00:00,network,TWAMP,66.64018751754475,68.99,64.53
Quebec,45.505294,-73.613987,2023-06-03 16:00:00,network,UDP,27.676256283558644,68.99,64.53
Quebec,45.505294,-73.613987,2023-06-03 16:00:00,app,HTTP,68.56067346276063,60.07,64.53
Quebec,45.505294,-73.613987,2023-06-03 16:00:00,app,HTTPS,93.69135964047672,60.07,64.53
Quebec,45.505294,-73.613987,2023-06-03 16:00:00,app,TCP,73.31379241831533,60.07,64.53
Quebec,45.505294,-73.613987,2023-06-03 16:00:00,app,ICMP,43.26672153812427,60.07,64.53
Quebec,45.505294,-73.613987,2023-06-03 16:00:00,app,TWAMP,52.993197992568696,60.07,64.53
Quebec,45.505294,-73.613987,2023-06-03 16:00:00,app,UDP,28.58770662070277,60.07,64.53
Ontario,43.641128,-79.387787,2023-06-03 16:00:00,network,HTTP,67.62963742018378,65.52,64.87
Ontario,43.641128,-79.387787,2023-06-03 16:00:00,network,HTTPS,82.07580279388004,65.52,64.87
Ontario,43.641128,-79.387787,2023-06-03 16:00:00,network,TCP,80.05619583628572,65.52,64.87
Ontario,43.641128,-79.387787,2023-06-03 16:00:00,network,ICMP,71.14845192058401,65.52,64.87
Ontario,43.641128,-79.387787,2023-06-03 16:00:00,network,TWAMP,63.97008608078612,65.52,64.87
Ontario,43.641128,-79.387787,2023-06-03 16:00:00,network,UDP,28.216883847786757,65.52,64.87
Ontario,43.641128,-79.387787,2023-06-03 16:00:00,app,HTTP,73.38186206467567,64.22,64.87
Ontario,43.641128,-79.387787,2023-06-03 16:00:00,app,HTTPS,88.3945144682285,64.22,64.87
Ontario,43.641128,-79.387787,2023-06-03 16:00:00,app,TCP,56.04436251739668,64.22,64.87
Ontario,43.641128,-79.387787,2023-06-03 16:00:00,app,ICMP,56.094549750718265,64.22,64.87
Ontario,43.641128,-79.387787,2023-06-03 16:00:00,app,TWAMP,71.06094140470499,64.22,64.87
Ontario,43.641128,-79.387787,2023-06-03 16:00:00,app,UDP,40.35200561841352,64.22,64.87
Manitoba,49.894225,-97.131744,2023-06-03 16:00:00,network,HTTP,76.25395438766296,69.71,66.41
Manitoba,49.894225,-97.131744,2023-06-03 16:00:00,network,HTTPS,93.32970124216611,69.71,66.41
Manitoba,49.894225,-97.131744,2023-06-03 16:00:00,network,TCP,65.45314571761133,69.71,66.41
Manitoba,49.894225,-97.131744,2023-06-03 16:00:00,network,ICMP,81.53661608243422,69.71,66.41
Manitoba,49.894225,-97.131744,2023-06-03 16:00:00,network,TWAMP,70.14616389423864,69.71,66.41
Manitoba,49.894225,-97.131744,2023-06-03 16:00:00,network,UDP,31.515745870505334,69.71,66.41
Manitoba,49.894225,-97.131744,2023-06-03 16:00:00,app,HTTP,65.4484227236384,63.11,66.41
Manitoba,49.894225,-97.131744,2023-06-03 16:00:00,app,HTTPS,90.52888717088062,63.11,66.41
Manitoba,49.894225,-97.131744,2023-06-03 16:00:00,app,TCP,55.53397087600147,63.11,66.41
Manitoba,49.894225,-97.131744,2023-06-03 16:00:00,app,ICMP,71.59405618080129,63.11,66.41
Manitoba,49.894225,-97.131744,2023-06-03 16:00:00,app,TWAMP,66.75448682346672,63.11,66.41
Manitoba,49.894225,-97.131744,2023-06-03 16:00:00,app,UDP,28.804405549664878,63.11,66.41
Quebec,45.505294,-73.613987,2023-06-03 18:00:00,network,HTTP,73.03527105375537,69.0,70.69
Quebec,45.505294,-73.613987,2023-06-03 18:00:00,network,HTTPS,83.42620472687506,69.0,70.69
Quebec,45.505294,-73.613987,2023-06-03 18:00:00,network,TCP,82.03644212576631,69.0,70.69
Quebec,45.505294,-73.613987,2023-06-03 18:00:00,network,ICMP,86.42711616868681,69.0,70.69
Quebec,45.505294,-73.613987,2023-06-03 18:00:00,network,TWAMP,49.51232456275047,69.0,70.69
Quebec,45.505294,-73.613987,2023-06-03 18:00:00,network,UDP,39.564786699454885,69.0,70.69
Quebec,45.505294,-73.613987,2023-06-03 18:00:00,app,HTTP,80.86897119539628,72.39,70.69
Quebec,45.505294,-73.613987,2023-06-03 18:00:00,app,HTTPS,91.22719919244007,72.39,70.69
Quebec,45.505294,-73.613987,2023-06-03 18:00:00,app,TCP,87.40369454777357,72.39,70.69
Quebec,45.505294,-73.613987,2023-06-03 18:00:00,app,ICMP,71.28186161607613,72.39,70.69
Quebec,45.505294,-73.613987,2023-06-03 18:00:00,app,TWAMP,46.13105717291244,72.39,70.69
Quebec,45.505294,-73.613987,2023-06-03 18:00:00,app,UDP,57.415418601809506,72.39,70.69
Ontario,43.641128,-79.387787,2023-06-03 18:00:00,network,HTTP,69.61695568405251,62.23,63.4
Ontario,43.641128,-79.387787,2023-06-03 18:00:00,network,HTTPS,85.08979910852136,62.23,63.4
Ontario,43.641128,-79.387787,2023-06-03 18:00:00,network,TCP,75.62479709527916,62.23,63.4
Ontario,43.641128,-79.387787,2023-06-03 18:00:00,network,ICMP,44.627424888681546,62.23,63.4
Ontario,43.641128,-79.387787,2023-06-03 18:00:00,network,TWAMP,59.59539671045474,62.23,63.4
Ontario,43.641128,-79.387787,2023-06-03 18:00:00,network,UDP,38.809605204203976,62.23,63.4
Ontario,43.641128,-79.387787,2023-06-03 18:00:00,app,HTTP,81.26158598082105,64.58,63.4
Ontario,43.641128,-79.387787,2023-06-03 18:00:00,app,HTTPS,82.94731674690671,64.58,63.4
Ontario,43.641128,-79.387787,2023-06-03 18:00:00,app,TCP,59.67812068917905,64.58,63.4
Ontario,43.641128,-79.387787,2023-06-03 18:00:00,app,ICMP,75.60183578304529,64.58,63.4
Ontario,43.641128,-79.387787,2023-06-03 18:00:00,app,TWAMP,55.35172373600205,64.58,63.4
Ontario,43.641128,-79.387787,2023-06-03 18:00:00,app,UDP,32.61665213916348,64.58,63.4
Manitoba,49.894225,-97.131744,2023-06-03 18:00:00,network,HTTP,65.76575976207343,69.41,70.73
Manitoba,49.894225,-97.131744,2023-06-03 18:00:00,network,HTTPS,95.7061520069783,69.41,70.73
Manitoba,49.894225,-97.131744,2023-06-03 18:00:00,network,TCP,80.79395367315333,69.41,70.73
Manitoba,49.894225,-97.131744,2023-06-03 18:00:00,network,ICMP,60.04668028281557,69.41,70.73
Manitoba,49.894225,-97.131744,2023-06-03 18:00:00,network,TWAMP,68.19450341345984,69.41,70.73
Manitoba,49.894225,-97.131744,2023-06-03 18:00:00,network,UDP,45.949519016341,69.41,70.73
Manitoba,49.894225,-97.131744,2023-06-03 18:00:00,app,HTTP,79.79974579485165,72.05,70.73
Manitoba,49.894225,-97.131744,2023-06-03 18:00:00,app,HTTPS,88.5233668194389,72.05,70.73
Manitoba,49.894225,-97.131744,2023-06-03 18:00:00,app,TCP,69.06385020252327,72.05,70.73
Manitoba,49.894225,-97.131744,2023-06-03 18:00:00,app,ICMP,97.7311031119641,72.05,70.73
Manitoba,49.894225,-97.131744,2023-06-03 18:00:00,app,TWAMP,51.062937266412796,72.05,70.73
Manitoba,49.894225,-97.131744,2023-06-03 18:00:00,app,UDP,46.10019741972155,72.05,70.73
Quebec,45.505294,-73.613987,2023-06-03 20:00:00,network,HTTP,71.869089006662,64.97,63.26
Quebec,45.505294,-73.613987,2023-06-03 20:00:00,network,HTTPS,93.89265875798063,64.97,63.26
Quebec,45.505294,-73.613987,2023-06-03 20:00:00,network,TCP,85.44735936098533,64.97,63.26
Quebec,45.505294,-73.613987,2023-06-03 20:00:00,network,ICMP,46.938480785182506,64.97,63.26
Quebec,45.505294,-73.613987,2023-06-03 20:00:00,network,TWAMP,67.63839946596964,64.97,63.26
Quebec,45.505294,-73.613987,2023-06-03 20:00:00,network,UDP,24.034044708412324,64.97,63.26
Quebec,45.505294,-73.613987,2023-06-03 20:00:00,app,HTTP,80.24128787090416,61.56,63.26
Quebec,45.505294,-73.613987,2023-06-03 20:00:00,app,HTTPS,92.895630125934,61.56,63.26
Quebec,45.505294,-73.613987,2023-06-03 20:00:00,app,TCP,60.473574828462105,61.56,63.26
Quebec,45.505294,-73.613987,2023-06-03 20:00:00,app,ICMP,40.33629259044111,61.56,63.26
Quebec,45.505294,-73.613987,2023-06-03 20:00:00,app,TWAMP,47.90843878903281,61.56,63.26
Quebec,45.505294,-73.613987,2023-06-03 20:00:00,app,UDP,47.48309053870557,61.56,63.26
Ontario,43.641128,-79.387787,2023-06-03 20:00:00,network,HTTP,67.60154808572189,67.99,66.02
Ontario,43.641128,-79.387787,2023-06-03 20:00:00,network,HTTPS,83.61802528641714,67.99,66.02
Ontario,43.641128,-79.387787,2023-06-03 20:00:00,network,TCP,84.82327678536174,67.99,66.02
Ontario,43.641128,-79.387787,2023-06-03 20:00:00,network,ICMP,48.00750368364812,67.99,66.02
Ontario,43.641128,-79.387787,2023-06-03 20:00:00,network,TWAMP,72.65099893051277,67.99,66.02
Ontario,43.641128,-79.387787,2023-06-03 20:00:00,network,UDP,51.25306017432246,67.99,66.02
Ontario,43.641128,-79.387787,2023-06-03 20:00:00,app,HTTP,66.6400963263127,64.04,66.02
Ontario,43.641128,-79.387787,2023-06-03 20:00:00,app,HTTPS,96.76574215838953,64.04,66.02
Ontario,43.641128,-79.387787,2023-06-03 20:00:00,app,TCP,64.35547644100436,64.04,66.02
Ontario,43.641128,-79.387787,2023-06-03 20:00:00,app,ICMP,56.2362049998125,64.04,66.02
Ontario,43.641128,-79.387787,2023-06-03 20:00:00,app,TWAMP,65.16511102202695,64.04,66.02
Ontario,43.641128,-79.387787,2023-06-03 20:00:00,app,UDP,35.080485204529985,64.04,66.02
Manitoba,49.894225,-97.131744,2023-06-03 20:00:00,network,HTTP,66.48020101468285,65.41,64.4
Manitoba,49.894225,-97.131744,2023-06-03 20:00:00,network,HTTPS,84.50061451771177,65.41,64.4
Manitoba,49.894225,-97.131744,2023-06-03 20:00:00,network,TCP,55.60801482893326,65.41,64.4
Manitoba,49.894225,-97.131744,2023-06-03 20:00:00,network,ICMP,91.4813025466483,65.41,64.4
Manitoba,49.894225,-97.131744,2023-06-03 20:00:00,network,TWAMP,48.1213812183558,65.41,64.4
Manitoba,49.894225,-97.131744,2023-06-03 20:00:00,network,UDP,46.262187751124245,65.41,64.4
Manitoba,49.894225,-97.131744,2023-06-03 20:00:00,app,HTTP,76.9842766624083,63.39,64.4
Manitoba,49.894225,-97.131744,2023-06-03 20:00:00,app,HTTPS,96.39879606764123,63.39,64.4
Manitoba,49.894225,-97.131744,2023-06-03 20:00:00,app,TCP,54.484877721794156,63.39,64.4
Manitoba,49.894225,-97.131744,2023-06-03 20:00:00,app,ICMP,58.21259895570678,63.39,64.4
Manitoba,49.894225,-97.131744,2023-06-03 20:00:00,app,TWAMP,70.6966760223157,63.39,64.4
Manitoba,49.894225,-97.131744,2023-06-03 20:00:00,app,UDP,23.5618332619651,63.39,64.4
Quebec,45.505294,-73.613987,2023-06-03 22:00:00,network,HTTP,71.32557854132612,70.99,69.08
Quebec,45.505294,-73.613987,2023-06-03 22:00:00,network,HTTPS,87.74996309716147,70.99,69.08
Quebec,45.505294,-73.613987,2023-06-03 22:00:00,network,TCP,75.45211330190693,70.99,69.08
Quebec,45.505294,-73.613987,2023-06-03 22:00:00,network,ICMP,87.08024892040027,70.99,69.08
Quebec,45.505294,-73.613987,2023-06-03 22:00:00,network,TWAMP,67.86879529959702,70.99,69.08
Quebec,45.505294,-73.613987,2023-06-03 22:00:00,network,UDP,36.4363705885328,70.99,69.08
Quebec,45.505294,-73.613987,2023-06-03 22:00:00,app,HTTP,67.06397569011105,67.18,69.08
Quebec,45.505294,-73.613987,2023-06-03 22:00:00,app,HTTPS,92.40238293756289,67.18,69.08
Quebec,45.505294,-73.613987,2023-06-03 22:00:00,app,TCP,66.75257504660628,67.18,69.08
Quebec,45.505294,-73.613987,2023-06-03 22:00:00,app,ICMP,74.56224618130454,67.18,69.08
Quebec,45.505294,-73.613987,2023-06-03 22:00:00,app,TWAMP,74.08061036098874,67.18,69.08
Quebec,45.505294,-73.613987,2023-06-03 22:00:00,app,UDP,28.210021390314658,67.18,69.08
Ontario,43.641128,-79.387787,2023-06-03 22:00:00,network,HTTP,66.36596471326071,61.27,61.0
Ontario,43.641128,-79.387787,2023-06-03 22:00:00,network,HTTPS,83.50576439016582,61.27,61.0
Ontario,43.641128,-79.387787,2023-06-03 22:00:00,network,TCP,79.79122140173732,61.27,61.0
Ontario,43.641128,-79.387787,2023-06-03 22:00:00,network,ICMP,59.303475422666075,61.27,61.0
Ontario,43.641128,-79.387787,2023-06-03 22:00:00,network,TWAMP,54.3610283241386,61.27,61.0
Ontario,43.641128,-79.387787,2023-06-03 22:00:00,network,UDP,24.307830680584356,61.27,61.0
Ontario,43.641128,-79.387787,2023-06-03 22:00:00,app,HTTP,73.70671524842132,60.74,61.0
Ontario,43.641128,-79.387787,2023-06-03 22:00:00,app,HTTPS,85.35985419764933,60.74,61.0
Ontario,43.641128,-79.387787,2023-06-03 22:00:00,app,TCP,74.55526809325313,60.74,61.0
Ontario,43.641128,-79.387787,2023-06-03 22:00:00,app,ICMP,44.32849668529123,60.74,61.0
Ontario,43.641128,-79.387787,2023-06-03 22:00:00,app,TWAMP,50.77417979188812,60.74,61.0
Ontario,43.641128,-79.387787,2023-06-03 22:00:00,app,UDP,35.69134228156364,60.74,61.0
Manitoba,49.894225,-97.131744,2023-06-03 22:00:00,network,HTTP,79.3258751755068,72.61,71.43
Manitoba,49.894225,-97.131744,2023-06-03 22:00:00,network,HTTPS,91.62285734492484,72.61,71.43
Manitoba,49.894225,-97.131744,2023-06-03 22:00:00,network,TCP,81.40307020677871,72.61,71.43
Manitoba,49.894225,-97.131744,2023-06-03 22:00:00,network,ICMP,72.02964418750165,72.61,71.43
Manitoba,49.894225,-97.131744,2023-06-03 22:00:00,network,TWAMP,70.05433143838555,72.61,71.43
Manitoba,49.894225,-97.131744,2023-06-03 22:00:00,network,UDP,41.19449342307533,72.61,71.43
Manitoba,49.894225,-97.131744,2023-06-03 22:00:00,app,HTTP,80.19024382638713,70.26,71.43
Manitoba,49.894225,-97.131744,2023-06-03 22:00:00,app,HTTPS,90.12572568240003,70.26,71.43
Manitoba,49.894225,-97.131744,2023-06-03 22:00:00,app,TCP,56.88972803501205,70.26,71.43
Manitoba,49.894225,-97.131744,2023-06-03 22:00:00,app,ICMP,84.5169236881473,70.26,71.43
Manitoba,49.894225,-97.131744,2023-06-03 22:00:00,app,TWAMP,49.475500111645786,70.26,71.43
Manitoba,49.894225,-97.131744,2023-06-03 22:00:00,app,UDP,60.348440750368795,70.26,71.43
Quebec,45.505294,-73.613987,2023-06-04 00:00:00,network,HTTP,79.02115575197385,63.15,64.04
Quebec,45.505294,-73.613987,2023-06-04 00:00:00,network,HTTPS,88.7346305373346,63.15,64.04
Quebec,45.505294,-73.613987,2023-06-04 00:00:00,network,TCP,57.40049505352183,63.15,64.04
Quebec,45.505294,-73.613987,2023-06-04 00:00:00,network,ICMP,76.12581945717858,63.15,64.04
Quebec,45.505294,-73.613987,2023-06-04 00:00:00,network,TWAMP,45.45974860605049,63.15,64.04
Quebec,45.505294,-73.613987,2023-06-04 00:00:00,network,UDP,32.15154240946228,63.15,64.04
Quebec,45.505294,-73.613987,2023-06-04 00:00:00,app,HTTP,65.8417642653033,64.93,64.04
Quebec,45.505294,-73.613987,2023-06-04 00:00:00,app,HTTPS,85.11457916687336,64.93,64.04
Quebec,45.505294,-73.613987,2023-06-04 00:00:00,app,TCP,74.0397800404146,64.93,64.04
Quebec,45.505294,-73.613987,2023-06-04 00:00:00,app,ICMP,73.94538157429461,64.93,64.04
Quebec,45.505294,-73.613987,2023-06-04 00:00:00,app,TWAMP,47.71071659431443,64.93,64.04
Quebec,45.505294,-73.613987,2023-06-04 00:00:00,app,UDP,42.92275800734941,64.93,64.04
Ontario,43.641128,-79.387787,2023-06-04 00:00:00,network,HTTP,80.99831627702267,71.69,67.3
Ontario,43.641128,-79.387787,2023-06-04 00:00:00,network,HTTPS,89.35619047899085,71.69,67.3
Ontario,43.641128,-79.387787,2023-06-04 00:00:00,network,TCP,74.0527627479041,71.69,67.3
Ontario,43.641128,-79.387787,2023-06-04 00:00:00,network,ICMP,86.60528402157584,71.69,67.3
Ontario,43.641128,-79.387787,2023-06-04 00:00:00,network,TWAMP,47.14879704981067,71.69,67.3
Ontario,43.641128,-79.387787,2023-06-04 00:00:00,network,UDP,51.96064393107858,71.69,67.3
Ontario,43.641128,-79.387787,2023-06-04 00:00:00,app,HTTP,74.56858079350862,62.92,67.3
Ontario,43.641128,-79.387787,2023-06-04 00:00:00,app,HTTPS,81.82448570135864,62.92,67.3
Ontario,43.641128,-79.387787,2023-06-04 00:00:00,app,TCP,65.31364539025556,62.92,67.3
Ontario,43.641128,-79.387787,2023-06-04 00:00:00,app,ICMP,38.45091140894469,62.92,67.3
Ontario,43.641128,-79.387787,2023-06-04 00:00:00,app,TWAMP,61.89371094373891,62.92,67.3
Ontario,43.641128,-79.387787,2023-06-04 00:00:00,app,UDP,55.47055165794933,62.92,67.3
Manitoba,49.894225,-97.131744,2023-06-04 00:00:00,network,HTTP,66.24335912471517,73.31,72.76
Manitoba,49.894225,-97.131744,2023-06-04 00:00:00,network,HTTPS,86.26022667992032,73.31,72.76
Manitoba,49.894225,-97.131744,2023-06-04 00:00:00,network,TCP,75.6750001720606,73.31,72.76
Manitoba,49.894225,-97.131744,2023-06-04 00:00:00,network,ICMP,78.61926504073008,73.31,72.76
Manitoba,49.894225,-97.131744,2023-06-04 00:00:00,network,TWAMP,74.26792266096447,73.31,72.76
Manitoba,49.894225,-97.131744,2023-06-04 00:00:00,network,UDP,58.764882010770684,73.31,72.76
Manitoba,49.894225,-97.131744,2023-06-04 00:00:00,app,HTTP,77.93195401415215,72.21,72.76
Manitoba,49.894225,-97.131744,2023-06-04 00:00:00,app,HTTPS,93.33607783347077,72.21,72.76
Manitoba,49.894225,-97.131744,2023-06-04 00:00:00,app,TCP,77.38000483314775,72.21,72.76
Manitoba,49.894225,-97.131744,2023-06-04 00:00:00,app,ICMP,55.73209233436195,72.21,72.76
Manitoba,49.894225,-97.131744,2023-06-04 00:00:00,app,TWAMP,66.877472493981,72.21,72.76
Manitoba,49.894225,-97.131744,2023-06-04 00:00:00,app,UDP,62.02245202555521,72.21,72.76
Quebec,45.505294,-73.613987,2023-06-04 02:00:00,network,HTTP,81.85835328971989,73.31,72.39
Quebec,45.505294,-73.613987,2023-06-04 02:00:00,network,HTTPS,96.73803387778179,73.31,72.39
Quebec,45.505294,-73.613987,2023-06-04 02:00:00,network,TCP,73.4515142330522,73.31,72.39
Quebec,45.505294,-73.613987,2023-06-04 02:00:00,network,ICMP,88.90703926363558,73.31,72.39
Quebec,45.505294,-73.613987,2023-06-04 02:00:00,network,TWAMP,57.20607485675587,73.31,72.39
Quebec,45.505294,-73.613987,2023-06-04 02:00:00,network,UDP,41.70676162181364,73.31,72.39
Quebec,45.505294,-73.613987,2023-06-04 02:00:00,app,HTTP,69.64395270382552,71.47,72.39
Quebec,45.505294,-73.613987,2023-06-04 02:00:00,app,HTTPS,90.39332103146388,71.47,72.39
Quebec,45.505294,-73.613987,2023-06-04 02:00:00,app,TCP,69.47211390151988,71.47,72.39
Quebec,45.505294,-73.613987,2023-06-04 02:00:00,app,ICMP,83.97189584195215,71.47,72.39
Quebec,45.505294,-73.613987,2023-06-04 02:00:00,app,TWAMP,57.42165193195802,71.47,72.39
Quebec,45.505294,-73.613987,2023-06-04 02:00:00,app,UDP,57.903958820887055,71.47,72.39
Ontario,43.641128,-79.387787,2023-06-04 02:00:00,network,HTTP,65.59175088823167,60.88,61.86
Ontario,43.641128,-79.387787,2023-06-04 02:00:00,network,HTTPS,96.0146974241055,60.88,61.86
Ontario,43.641128,-79.387787,2023-06-04 02:00:00,network,TCP,65.01169883311385,60.88,61.86
Ontario,43.641128,-79.387787,2023-06-04 02:00:00,network,ICMP,53.61672884475054,60.88,61.86
Ontario,43.641128,-79.387787,2023-06-04 02:00:00,network,TWAMP,49.74281444641005,60.88,61.86
Ontario,43.641128,-79.387787,2023-06-04 02:00:00,network,UDP,35.32824364448055,60.88,61.86
Ontario,43.641128,-79.387787,2023-06-04 02:00:00,app,HTTP,69.73471437279974,62.84,61.86
Ontario,43.641128,-79.387787,2023-06-04 02:00:00,app,HTTPS,92.21137549121414,62.84,61.86
Ontario,43.641128,-79.387787,2023-06-04 02:00:00,app,TCP,62.307524914532706,62.84,61.86
Ontario,43.641128,-79.387787,2023-06-04 02:00:00,app,ICMP,57.192929829540695,62.84,61.86
Ontario,43.641128,-79.387787,2023-06-04 02:00:00,app,TWAMP,73.92611220373058,62.84,61.86
Ontario,43.641128,-79.387787,2023-06-04 02:00:00,app,UDP,21.657159996792743,62.84,61.86
Manitoba,49.894225,-97.131744,2023-06-04 02:00:00,network,HTTP,70.02899536524092,60.65,68.62
